NCT Number,Status,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Start Date,Completion Date
NCT04550325,COMPLETED,"Covid19|Pneumonia, Viral",BIOLOGICAL: Kamada Anti-SARS-CoV-2,"Kamada, Ltd.",,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,12,INDUSTRY,INTERVENTIONAL,8/5/2020,11/26/2020
NCT04878042,WITHDRAWN,COVID-19,DEVICE: Hydrogen peroxide|DEVICE: Placebo,EPISTATA,,ALL,"ADULT, OLDER_ADULT",NA,0,NETWORK,INTERVENTIONAL,4/9/2021,2021-07
NCT04602442,UNKNOWN,Covid19|SARS-CoV-2 PNEUMONIA|COVID-19,DRUG: EXO 1 inhalation|DRUG: EXO 2 inhalation|DRUG: Placebo inhalation,Olga Tyumina,Clinics of the Federal State Budgetary Educational Institution SSMU|Samara Regional Clinical Hospital V.D. Seredavin,ALL,"ADULT, OLDER_ADULT",PHASE2,90,OTHER,INTERVENTIONAL,10/1/2020,12/30/2021
NCT05364242,COMPLETED,SARS-CoV-2 Infection,BIOLOGICAL: VLA2001,Valneva Austria GmbH,,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,178,INDUSTRY,INTERVENTIONAL,5/9/2022,5/22/2023
NCT04371965,COMPLETED,COVID-19,DRUG: Povidone-Iodine,Poitiers University Hospital,,ALL,"ADULT, OLDER_ADULT",PHASE2,24,OTHER,INTERVENTIONAL,9/1/2020,10/23/2020
NCT04868942,WITHDRAWN,Corona Virus Infection,OTHER: Assisting to the event,"ANRS, Emerging Infectious Diseases",Sciences Economiques et Sociales de la Santé & Traitement de l'Information Médicale|Faculté des Sciences Médicales et Paramédicales,ALL,ADULT,NA,0,OTHER_GOV,INTERVENTIONAL,5/1/2021,5/1/2022
NCT04927065,COMPLETED,SARS-CoV-2,BIOLOGICAL: mRNA-1273.211|BIOLOGICAL: mRNA-1273|BIOLOGICAL: mRNA-1273.617.2|BIOLOGICAL: mRNA-1273.213|BIOLOGICAL: mRNA-1273.529|BIOLOGICAL: mRNA-1273.214|BIOLOGICAL: mRNA-1273.222|BIOLOGICAL: mRNA-1273.815|BIOLOGICAL: mRNA-1273.231,"ModernaTX, Inc.",,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,5404,INDUSTRY,INTERVENTIONAL,5/28/2021,11/17/2023
NCT05001542,COMPLETED,"Moral Injury|Distress, Emotional",OTHER: Educational moral injury video,Unity Health Toronto,Toronto Metropolitan University|University of Toronto|University of Ontario Institute of Technology|McMaster University,ALL,"ADULT, OLDER_ADULT",NA,15,OTHER,INTERVENTIONAL,5/31/2021,8/30/2021
NCT05228665,RECRUITING,COVID-19,BEHAVIORAL: Heart Rate Variability Biofeedback (HRV-B),University of Leeds,University of Manchester|Leeds Comunity Healthcare NHS Trust,ALL,"ADULT, OLDER_ADULT",NA,30,OTHER,INTERVENTIONAL,1/24/2022,3/31/2024
NCT04760730,COMPLETED,COVID-19,BIOLOGICAL: AZD1222|BIOLOGICAL: rAd26-S,R-Pharm,AstraZeneca,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,100,INDUSTRY,INTERVENTIONAL,7/13/2021,7/26/2022
NCT04662021,UNKNOWN,Anxiety Depression Disorder,OTHER: Aerobic Exercises,Cairo University,,FEMALE,ADULT,NA,40,OTHER,INTERVENTIONAL,12/10/2020,2/25/2021
NCT05429021,RECRUITING,SARS-CoV2 Infection|COVID-19,DRUG: IMM-BCP-01|DRUG: Placebo,"Immunome, Inc.",United States Department of Defense,ALL,ADULT,PHASE1,36,INDUSTRY,INTERVENTIONAL,6/3/2022,2023-04
NCT04526821,TERMINATED,SARS-CoV-2,DRUG: Bovine Lactoferrin|DIETARY_SUPPLEMENT: Maltodextrin,Universidad Peruana Cayetano Heredia,Hospital Nacional Arzobispo Loayza,ALL,ADULT,PHASE2,209,OTHER,INTERVENTIONAL,10/17/2020,2/10/2021
NCT04427631,UNKNOWN,"Hearing Impaired Children|Glue Ear|Hearing Loss, Conductive",DEVICE: Bone conduction headphones,Cambridgeshire Community Services NHS Trust,Cambridge University Hospitals NHS Foundation Trust,ALL,CHILD,NA,20,OTHER,INTERVENTIONAL,6/22/2020,6/1/2021
NCT04885530,ACTIVE_NOT_RECRUITING,Covid19,DRUG: Ivermectin|DRUG: Fluvoxamine|DRUG: Fluticasone|OTHER: Placebo|DRUG: Montelukast|DRUG: Metformin,"Susanna Naggie, MD",National Center for Advancing Translational Sciences (NCATS)|Vanderbilt University Medical Center,ALL,"ADULT, OLDER_ADULT",PHASE3,15000,OTHER,INTERVENTIONAL,6/8/2021,2024-06
NCT06063031,ACTIVE_NOT_RECRUITING,Post-COVID Condition,DIETARY_SUPPLEMENT: Active|OTHER: Placebo,Instituto de Investigación Sanitaria Aragón,Solutex GC S.L.,ALL,"ADULT, OLDER_ADULT",NA,146,OTHER,INTERVENTIONAL,9/26/2022,1/30/2024
NCT04780321,COMPLETED,COVID-19,BIOLOGICAL: Recombinant Human Anti-SARS-CoV-2 Monoclonal Antibody(25mg/kg;50mg/kg;100mg/kg)|DRUG: Placebo,"Shanghai Junshi Bioscience Co., Ltd.",,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,62,OTHER,INTERVENTIONAL,10/30/2020,8/31/2021
NCT06202521,NOT_YET_RECRUITING,Community-acquired Pneumonia|SARS-CoV-2 -Associated Pneumonia|Influenza With Pneumonia,DRUG: CX-4945 (SARS-CoV-2 domain)|DRUG: Placebo (SARS-CoV-2 domain)|DRUG: CX-4945 (Influenza virus domain)|DRUG: Placebo (Influenza virus domain),"Senhwa Biosciences, Inc.",,ALL,"ADULT, OLDER_ADULT",PHASE2,136,INDUSTRY,INTERVENTIONAL,2024-03,2025-06
NCT04766931,COMPLETED,Covid19,DRUG: FB2001|DRUG: FB2001 Placebo,Frontier Biotechnologies Inc.,,ALL,ADULT,PHASE1,88,INDUSTRY,INTERVENTIONAL,3/17/2021,8/12/2022
NCT04537130,UNKNOWN,Pulmonary Fibrosis|Covid19,BIOLOGICAL: IN01 vaccine,Instituto Oncológico Dr Rosell,IN3BIO|PANGAEA,ALL,"ADULT, OLDER_ADULT",PHASE1,40,OTHER,INTERVENTIONAL,12/1/2020,2022-06
NCT04558021,UNKNOWN,Covid19,DRUG: Niclosamide suspension|OTHER: Placebo,Imuneks Farma ilac San. Tic. A.S.,,ALL,"ADULT, OLDER_ADULT",PHASE3,200,INDUSTRY,INTERVENTIONAL,10/8/2020,2/14/2021
NCT04928430,TERMINATED,COVID-19,DRUG: XAV-19|DRUG: Placebo,Xenothera SAS,,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,290,INDUSTRY,INTERVENTIONAL,4/28/2021,11/28/2022
NCT04405921,UNKNOWN,SARS-CoV-2 Pneumonia|COVID-19,DRUG: Hydroxychloroquine 200 Mg Oral Tablet|DRUG: Azithromycin 250 MG,Centre Hôpital Universitaire Farhat Hached,,ALL,"ADULT, OLDER_ADULT",PHASE3,200,OTHER,INTERVENTIONAL,2020-07,2021-03
NCT04335786,TERMINATED,Acute Respiratory Distress Syndrome|SARS-CoV-2|COVID|COVID-19|Severe Acute Respiratory Syndrome,DRUG: Valsartan (Diovan)|DRUG: Placebo oral tablet,Radboud University Medical Center,,ALL,"ADULT, OLDER_ADULT",PHASE4,23,OTHER,INTERVENTIONAL,4/17/2020,5/25/2021
NCT04487886,COMPLETED,COVID-19,DRUG: Duvelisib|DRUG: Placebo,Emory University,"Verastem, Inc.",ALL,"ADULT, OLDER_ADULT",PHASE2,47,OTHER,INTERVENTIONAL,11/18/2020,6/10/2021
NCT04345419,COMPLETED,COVID,DRUG: Remdesivir|OTHER: Standard of care treatment,Tanta University,,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2|PHASE3,200,OTHER,INTERVENTIONAL,6/16/2020,12/1/2020
NCT04350086,WITHDRAWN,COVID-19 Infection|Sars-cov-2|Respiratory Failure|Palliative Situation,DRUG: Treatment with Dexmedetomidine,"University Hospital, Limoges",,ALL,"ADULT, OLDER_ADULT",PHASE4,0,OTHER,INTERVENTIONAL,4/20/2020,11/20/2020
NCT05732285,RECRUITING,Neurocognitive Disorders|Cognitive Dysfunction|Traumatic Brain Injury|Multiple Sclerosis|Mild Cognitive Impairment,BEHAVIORAL: CRT|BEHAVIORAL: CBT|BEHAVIORAL: Modifiable lifestyle factors|BEHAVIORAL: Usual care Psychoeducation,University of Michigan,,ALL,"ADULT, OLDER_ADULT",NA,56,OTHER,INTERVENTIONAL,9/1/2023,3/30/2025
NCT04452565,UNKNOWN,Coronavirus Infection|Severe Acute Respiratory Infection|Severe Acute Respiratory Syndrome Coronavirus 2,DRUG: Drug: NA-831|COMBINATION_PRODUCT: NA-831 and Atazanavir|COMBINATION_PRODUCT: NA-831and Dexamethasone|COMBINATION_PRODUCT: Atazanavir and Dexamethasone,"NeuroActiva, Inc.","Biomed Industries, Inc.",ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,525,INDUSTRY,INTERVENTIONAL,6/15/2022,12/15/2023
NCT05045989,COMPLETED,Covid19,BEHAVIORAL: Residence-based testing participation pilot (SARS-CoV-2 testing with relaxed social distancing restrictions),University of Nottingham,,ALL,"CHILD, ADULT, OLDER_ADULT",NA,152,OTHER,INTERVENTIONAL,4/1/2021,7/31/2021
NCT04341389,COMPLETED,COVID-19,BIOLOGICAL: Recombinant novel coronavirus vaccine (Adenovirus type 5 vector)|OTHER: Placebo,"Institute of Biotechnology, Academy of Military Medical Sciences, PLA of China",CanSino Biologics Inc.|Jiangsu Province Centers for Disease Control and Prevention|Hubei Provincial Center for Disease Control and Prevention|Zhongnan Hospital,ALL,"ADULT, OLDER_ADULT",PHASE2,508,OTHER,INTERVENTIONAL,4/12/2020,12/31/2020
NCT04362189,TERMINATED,COVID-19,BIOLOGICAL: HB-adMSC|OTHER: Placebo,Hope Biosciences Stem Cell Research Foundation,River Oaks Hospital and Clinics|Hope Biosciences|United Memorial Medical Center,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,48,OTHER,INTERVENTIONAL,6/30/2020,9/30/2021
NCT05372588,ACTIVE_NOT_RECRUITING,COVID-19|SARS CoV 2 Infection,DRUG: NVX-CoV2515|DRUG: NVX-Cov2373|DRUG: NVX-CoV2373 + NVX-CoV2515|DRUG: NVX-CoV2540|DRUG: NVX-CoV2373 + NVX-CoV2540,Novavax,,ALL,ADULT,PHASE3,1340,INDUSTRY,INTERVENTIONAL,5/25/2022,2/11/2024
NCT04522089,COMPLETED,COVID-19,BIOLOGICAL: AdimrSC-2f,Adimmune Corporation,,ALL,ADULT,PHASE1,68,INDUSTRY,INTERVENTIONAL,8/24/2020,5/6/2021
NCT04610489,TERMINATED,Covid-19,DIAGNOSTIC_TEST: Quidel Sofia SARS Antigen FIA,Carilion Clinic,,ALL,"ADULT, OLDER_ADULT",NA,117,OTHER,INTERVENTIONAL,11/13/2020,3/10/2021
NCT04497389,COMPLETED,SARS CoV-2,BIOLOGICAL: Human Amniotic Fluid,University of Utah,,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,47,OTHER,INTERVENTIONAL,10/28/2020,2/15/2023
NCT05445089,COMPLETED,COVID-19|COVID-19 Pneumonia|COVID-19 Respiratory Infection|COVID-19 Acute Respiratory Distress Syndrome|COVID-19 Lower Respiratory Infection,DRUG: Carvacrol|OTHER: Control group,Instituto Venezolano de Investigaciones Cientificas,,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,600,OTHER,INTERVENTIONAL,8/1/2020,12/15/2020
NCT05497089,ACTIVE_NOT_RECRUITING,Post-COVID-19 Syndrome,DRUG: Temelimab 54mg/kg|DRUG: Placebo,GeNeuro SA,,ALL,"ADULT, OLDER_ADULT",PHASE2,200,INDUSTRY,INTERVENTIONAL,8/29/2022,6/30/2024
NCT04801888,COMPLETED,COVID-19|Influenza,"BIOLOGICAL: Two doses of inactivated SARS-CoV-2 vaccine at the schedule of day 0,28 and one dose Quadrivalent Influenza Vaccine on day 0 or day 28.|BIOLOGICAL: Two doses of inactivated SARS-CoV-2 vaccine at the schedule of day 0,28 and one dose Quadrivalent Influenza Vaccine on day 14.","Sinovac Research and Development Co., Ltd.",,ALL,ADULT,PHASE4,480,INDUSTRY,INTERVENTIONAL,3/23/2021,5/28/2021
NCT05507489,RECRUITING,"COVID-19|Child, Only",DRUG: Jinzhen oral liquid or Jinhuaqinggan granules,The Affiliated Hospital of Qingdao University,,ALL,"CHILD, ADULT",NA,240,OTHER,INTERVENTIONAL,3/18/2022,3/17/2023
NCT05105789,COMPLETED,Sars-CoV-2 Infection|COVID-19,"DIAGNOSTIC_TEST: BinaxNOW Test|DIAGNOSTIC_TEST: ""Lollipop"" swab","University of Wisconsin, Madison",,ALL,"CHILD, ADULT, OLDER_ADULT",NA,100,OTHER,INTERVENTIONAL,10/11/2021,5/21/2023
NCT05874089,RECRUITING,Long COVID,DIETARY_SUPPLEMENT: VSL#3®|DIETARY_SUPPLEMENT: Placebo,"Fondazione IRCCS Ca' Granda, Ospedale Maggiore Policlinico",,ALL,"ADULT, OLDER_ADULT",NA,96,OTHER,INTERVENTIONAL,11/3/2022,11/3/2023
NCT04922788,ACTIVE_NOT_RECRUITING,SARS-CoV-2 Infection|COVID-19,BIOLOGICAL: Nanocovax|BIOLOGICAL: Placebo,Nanogen Pharmaceutical Biotechnology Joint Stock Company,,ALL,"ADULT, OLDER_ADULT",PHASE3,13000,INDUSTRY,INTERVENTIONAL,6/7/2021,12/7/2022
NCT06161688,NOT_YET_RECRUITING,Long COVID|Post Acute Sequelae of COVID-19|Post-Acute COVID-19,DRUG: Ensitrelvir|OTHER: Placebo,Timothy Henrich,Shionogi Inc.,ALL,"ADULT, OLDER_ADULT",PHASE2,40,OTHER,INTERVENTIONAL,1/1/2024,12/31/2025
NCT05142514,ACTIVE_NOT_RECRUITING,COVID-19|SARS-CoV-2 Acute Respiratory Disease,BIOLOGICAL: COVID-19 Vaccine HIPRA|BIOLOGICAL: Cominarty (Pfizer-BioNtech),"Hipra Scientific, S.L.U","Laboratorios Hipra, S.A.|National Institute of Hygiene and Epidemiology, Vietnam",ALL,ADULT,PHASE2,256,INDUSTRY,INTERVENTIONAL,11/11/2021,12/27/2022
NCT04344600,TERMINATED,Sars-CoV-2 Infection,DRUG: Peginterferon lambda alfa-1a subcutaneous injection|OTHER: Saline,Johns Hopkins University,Eiger BioPharmaceuticals,ALL,"ADULT, OLDER_ADULT",PHASE2,6,OTHER,INTERVENTIONAL,6/29/2020,9/24/2021
NCT04830800,COMPLETED,"COVID-19 Disease|SARS Pneumonia|Pneumonia, Viral|COVID-19 Vaccine",BIOLOGICAL: COVIVAC|BIOLOGICAL: Phosphate-buffered saline,"Institute of Vaccines and Medical Biologicals, Vietnam","National Institute of Hygiene and Epidemiology, Vietnam|Hanoi Medical University|Center for Disease Control of Thai Binh Province",ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,420,INDUSTRY,INTERVENTIONAL,3/10/2021,3/11/2022
NCT06032000,RECRUITING,COVID-19 Infection|COVID-19 Vaccine Adverse Reaction,BIOLOGICAL: LEM-mR203|BIOLOGICAL: Placebo,Lemonex,,ALL,ADULT,PHASE1,20,INDUSTRY,INTERVENTIONAL,11/6/2023,2025-02
NCT04514900,COMPLETED,Obesity,BEHAVIORAL: Video Chat +Personalized Feedback|BEHAVIORAL: Video Chat + Basic Feedback|BEHAVIORAL: Discussion Board for Social Support +Basic Feedback|BEHAVIORAL: Discussion Board for Social Support+Personalized Feedback,University of South Carolina,University of Vermont|University of Tennessee,ALL,"ADULT, OLDER_ADULT",NA,73,OTHER,INTERVENTIONAL,9/23/2020,3/8/2021
NCT04323800,COMPLETED,Coronavirus|Convalescence,BIOLOGICAL: Anti- SARS-CoV-2 Plasma|BIOLOGICAL: SARS-CoV-2 non-immune Plasma,Johns Hopkins University,,ALL,"ADULT, OLDER_ADULT",PHASE2,180,OTHER,INTERVENTIONAL,6/10/2020,6/22/2021
NCT04339712,COMPLETED,COVID-19|Virus Diseases|Macrophage Activation Syndrome|Corona Virus Infection,DRUG: Anakinra|DRUG: Tocilizumab,Hellenic Institute for the Study of Sepsis,,ALL,"ADULT, OLDER_ADULT",PHASE2,102,OTHER,INTERVENTIONAL,4/2/2020,1/8/2021
NCT04572412,COMPLETED,Covid19,RADIATION: Low dose Radiotherapy,Lancashire Teaching Hospitals NHS Foundation Trust,NIHR Lancashire Clinical Research Facility,ALL,"ADULT, OLDER_ADULT",NA,2,OTHER,INTERVENTIONAL,11/25/2020,6/30/2022
NCT04482712,WITHDRAWN,Acute Lung Injury/Acute Respiratory Distress Syndrome (ARDS)|Respiratory Failure|Sars-CoV2,DRUG: Rapamycin|DRUG: Placebo,The University of Texas Health Science Center at San Antonio,The Claude D. Pepper Older Americans Independence Centers,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,0,OTHER,INTERVENTIONAL,2021-04,2023-01
NCT04573855,UNKNOWN,Covid19,BIOLOGICAL: Anti-SARS-CoV-2 immunoglobulin,D'Or Institute for Research and Education,,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,41,OTHER,INTERVENTIONAL,12/1/2020,3/31/2021
NCT04459455,COMPLETED,Anxiety,BEHAVIORAL: Contain COVID Anxiety SSI|BEHAVIORAL: Remain COVID Free SSI,Stony Brook University,,ALL,"ADULT, OLDER_ADULT",NA,500,OTHER,INTERVENTIONAL,8/19/2020,10/15/2020
NCT05928455,ACTIVE_NOT_RECRUITING,COVID-19|Vaccine Reaction,BIOLOGICAL: LYB001|BIOLOGICAL: CoronaVac,"Guangzhou Patronus Biotech Co., Ltd.","Yantai Patronus Biotech Co., Ltd.|Afﬁliated Hospital of North Sichuan Medical College",ALL,ADULT,EARLY_PHASE1,120,INDUSTRY,INTERVENTIONAL,5/14/2022,6/30/2023
NCT05601167,COMPLETED,COVID-19,DRUG: nirmatrelvir/ritonavir|DRUG: Standard of care,"Promomed, LLC",Sponsor GmbH,ALL,"ADULT, OLDER_ADULT",PHASE3,264,OTHER,INTERVENTIONAL,2/17/2021,6/1/2022
NCT05182567,ACTIVE_NOT_RECRUITING,COVID-19|Healthy,DRUG: GLS-5310 (Group 1)|DRUG: GLS-5310 (Group 2)|DRUG: GLS-5310 (Group 3)|DRUG: GLS-5310 (Group 4),"GeneOne Life Science, Inc.",,ALL,"ADULT, OLDER_ADULT",PHASE1,69,INDUSTRY,INTERVENTIONAL,5/23/2022,2023-12
NCT04371367,COMPLETED,COVID,BIOLOGICAL: avdoralimab|OTHER: Placebo,Assistance Publique Hopitaux De Marseille,Innate Pharma,ALL,"ADULT, OLDER_ADULT",PHASE2,208,OTHER,INTERVENTIONAL,4/27/2020,3/30/2021
NCT04627467,COMPLETED,Covid19,DRUG: Chloroquine,Fundacion Clinica Valle del Lili,,ALL,"ADULT, OLDER_ADULT",PHASE2,3217,OTHER,INTERVENTIONAL,3/28/2020,9/30/2021
NCT04637867,COMPLETED,Infection Viral,"OTHER: Collection of blood, salivary and nasopharyngeal samples.",Hospices Civils de Lyon,,ALL,"ADULT, OLDER_ADULT",NA,189,OTHER,INTERVENTIONAL,11/23/2020,5/12/2021
NCT04302519,UNKNOWN,COVID-19,BIOLOGICAL: Dental pulp mesenchymal stem cells,"CAR-T (Shanghai) Biotechnology Co., Ltd.",,ALL,"ADULT, OLDER_ADULT",EARLY_PHASE1,24,INDUSTRY,INTERVENTIONAL,3/5/2020,7/30/2021
NCT04587219,UNKNOWN,Coronavirus Infection,BIOLOGICAL: Gam-COVID-Vac,"Gamaleya Research Institute of Epidemiology and Microbiology, Health Ministry of the Russian Federation",,ALL,"ADULT, OLDER_ADULT",PHASE2,110,OTHER,INTERVENTIONAL,10/22/2020,4/30/2021
NCT04569266,COMPLETED,Dyspnea,OTHER: Specific exercise rehabilitation treatment|OTHER: No specific exercise rehabilitation treatment,Fondation Hôpital Saint-Joseph,,ALL,"ADULT, OLDER_ADULT",NA,63,OTHER,INTERVENTIONAL,8/7/2020,4/30/2023
NCT04382066,COMPLETED,COVID-19,DRUG: Plitidepsin 1.5 mg/day|DRUG: Plitidepsin 2.0 mg/day|DRUG: Plitidepsin 2.5 mg/day,PharmaMar,Apices Soluciones S.L.,ALL,"ADULT, OLDER_ADULT",PHASE1,46,INDUSTRY,INTERVENTIONAL,5/12/2020,11/26/2020
NCT04402866,COMPLETED,Acute Lung Injury (ALI) Associated With COVID-19|Lung Inflammation Associated With COVID-19,DRUG: TD-0903|DRUG: Placebo,Theravance Biopharma,,ALL,"ADULT, OLDER_ADULT",PHASE2,235,INDUSTRY,INTERVENTIONAL,6/24/2020,4/21/2021
NCT04952766,COMPLETED,Kidney Transplant|Myeloma|Cancer|Hematologic Malignancy|Multiple Sclerosis|Hypergammaglobulinemia|Malignant Tumor|Hiv|Diabetes Type 2,BIOLOGICAL: Biological samples,Centre Hospitalier Régional d'Orléans,,ALL,"ADULT, OLDER_ADULT",PHASE4,196,OTHER,INTERVENTIONAL,3/26/2021,2/6/2022
NCT05135585,COMPLETED,SARS-CoV-2 Acute Respiratory Disease,OTHER: Blood sample collection|OTHER: Questionnaires,Institut Pasteur,Centre Hospitalier Spécialisé de Nouvelle-Calédonie|Direction de l'Action Sanitaire et Sociale|Centre Hospitalier Territorial de Nouvelle-Calédonie|Agence sanitaire et sociale de la Nouvelle Calédonie,ALL,"ADULT, OLDER_ADULT",NA,680,INDUSTRY,INTERVENTIONAL,12/1/2021,9/17/2022
NCT04466085,UNKNOWN,Coronavirus,BIOLOGICAL: Recombinant new coronavirus vaccine (CHO cell) low-dose group|BIOLOGICAL: Recombinant new coronavirus vaccine (CHO cells) high-dose group|BIOLOGICAL: Recombinant new coronavirus vaccine (CHO cells) placebo group,"Anhui Zhifei Longcom Biologic Pharmacy Co., Ltd.",,ALL,ADULT,PHASE2,900,INDUSTRY,INTERVENTIONAL,7/12/2020,12/15/2021
NCT04590586,COMPLETED,COVID-19,DRUG: Standard of care|DRUG: Apremilast|DRUG: Apremilast placebo|DRUG: Lanadelumab|DRUG: Lanadelumab placebo|DRUG: Zilucoplan|DRUG: Zilucoplan placebo,Amgen,,ALL,"ADULT, OLDER_ADULT",PHASE3,515,INDUSTRY,INTERVENTIONAL,11/24/2020,8/3/2021
NCT04884685,COMPLETED,COVID-19,BIOLOGICAL: SARS-CoV-2 Inactivated Vaccine|BIOLOGICAL: Placebo,"Sinovac Life Sciences Co., Ltd.",,ALL,CHILD,PHASE2,500,INDUSTRY,INTERVENTIONAL,5/3/2021,6/20/2022
NCT04644185,UNKNOWN,Covid19,DRUG: SCTA01|OTHER: Placebo,Sinocelltech Ltd.,,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,795,INDUSTRY,INTERVENTIONAL,3/27/2021,12/27/2021
NCT05434585,ACTIVE_NOT_RECRUITING,COVID-19,BIOLOGICAL: ABO1009-DP|BIOLOGICAL: ABO-CoV.617.2|OTHER: Placebo,"Suzhou Abogen Biosciences Co., Ltd.",,ALL,"ADULT, OLDER_ADULT",PHASE1,60,INDUSTRY,INTERVENTIONAL,7/8/2022,8/30/2023
NCT05465785,UNKNOWN,COVID-19|SARS-CoV-2 Pneumonia,BIOLOGICAL: Recombinant COVID-19 vaccine (Sf9 cell),"WestVac Biopharma Co., Ltd.",,ALL,ADULT,NA,892,INDUSTRY,INTERVENTIONAL,2022-07,2023-04
NCT05373485,ACTIVE_NOT_RECRUITING,COVID-19,BIOLOGICAL: COVID-19 mRNA vaccine|BIOLOGICAL: Placebo,CanSino Biologics Inc.,,ALL,"ADULT, OLDER_ADULT",PHASE1,150,INDUSTRY,INTERVENTIONAL,5/20/2022,12/20/2023
NCT05933512,NOT_YET_RECRUITING,COVID-19|SARS-CoV-2 Infection,BIOLOGICAL: SCTV01E-2|BIOLOGICAL: SCTV01E,Sinocelltech Ltd.,,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,600,INDUSTRY,INTERVENTIONAL,8/10/2023,11/10/2024
NCT04685512,COMPLETED,Covid19,DRUG: tenofovir disoproxil and emtricitabine,"University Hospital, Caen",,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,60,OTHER,INTERVENTIONAL,11/18/2020,5/1/2021
NCT05946512,RECRUITING,Post COVID-19 Condition|Somatic Symptom Disorder,BEHAVIORAL: yoga|BEHAVIORAL: social contact,Medical University Innsbruck,,ALL,ADULT,NA,320,OTHER,INTERVENTIONAL,7/24/2023,1/1/2027
NCT05160766,COMPLETED,Vaccination Reaction|COVID-19|Vaccination; Infection,BIOLOGICAL: Comirnaty(BTN162b2)|BIOLOGICAL: Spikevax (mRNA-1273),"Oliver Cornely, MD",European Commission|VACCELERATE,ALL,OLDER_ADULT,PHASE2,323,OTHER,INTERVENTIONAL,11/8/2021,9/13/2023
NCT04990466,WITHDRAWN,COVID-19,DRUG: IIBR-100|DRUG: Active Comparator,"NeuroRx, Inc.",,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,0,INDUSTRY,INTERVENTIONAL,9/30/2021,2/28/2022
NCT05205083,UNKNOWN,COVID-19,BIOLOGICAL: Recombinant novel coronavirus vaccine (CHO cells),"Anhui Zhifei Longcom Biologic Pharmacy Co., Ltd.",Zhejiang Provincial Center for Disease Control and Prevention,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,480,INDUSTRY,INTERVENTIONAL,11/10/2021,2022-07
NCT04636333,RECRUITING,COVID-19,"BIOLOGICAL: Two doses of middle-dose recombinant SARS-CoV-2 vaccine (CHO Cell) at the schedule of day 0, 14|BIOLOGICAL: Three doses of middle-dose recombinant SARS-CoV-2 vaccine (CHO Cell) at the schedule of day 0, 14, 28|BIOLOGICAL: Two doses of high-dose recombinant SARS-CoV-2 vaccine (CHO Cell) at the schedule of day 0, 14|BIOLOGICAL: Three doses of high-dose recombinant SARS-CoV-2 vaccine (CHO Cell) at the schedule of day 0, 14, 28|BIOLOGICAL: Two doses of placebo at the schedule of day 0, 14 #middle-dose group#|BIOLOGICAL: Three doses of placebo at the schedule of day 0, 14, 28 #middle-dose group#|BIOLOGICAL: Two doses of placebo at the schedule of day 0, 14 #High-dose group#|BIOLOGICAL: Three doses of placebo at the schedule of day 0, 14, 28 #High-dose group#",Jiangsu Province Centers for Disease Control and Prevention,"Academy of Military Medical Sciences，Academy of Military Sciences，PLA|ZHONGYIANKE Biotech Co, Ltd.|LIAONINGMAOKANGYUAN Biotech Co, Ltd",ALL,"ADULT, OLDER_ADULT",PHASE1,216,NETWORK,INTERVENTIONAL,10/30/2020,7/7/2022
NCT05433285,COMPLETED,COVID-19,BIOLOGICAL: COVID-19 Protein Subunit Recombinant Vaccine|BIOLOGICAL: Active Comparator,PT Bio Farma,Fakultas Kedokteran Universitas Indonesia|Faculty of Medicine Universitas Diponegoro|Faculty of Medicine Universitas Andalas|Faculty of Medicine Universitas Hassanudin,ALL,"ADULT, OLDER_ADULT",PHASE3,4050,INDUSTRY,INTERVENTIONAL,6/7/2022,8/31/2023
NCT05032885,COMPLETED,Respiratory Insufficiency|Anxiety State,OTHER: physiotherapy,Hospital Universitario Getafe,,ALL,"ADULT, OLDER_ADULT",NA,122,OTHER,INTERVENTIONAL,4/4/2021,9/30/2022
NCT04481685,COMPLETED,Covid19,DRUG: ATI-450|DRUG: Placebo,University of Kansas Medical Center,,ALL,"ADULT, OLDER_ADULT",PHASE2,20,OTHER,INTERVENTIONAL,7/20/2020,6/1/2021
