NCT Number,Status,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Start Date,Completion Date
NCT05025748,COMPLETED,Stage II Breast Cancer|Stage III Breast Cancer|Stage IV Breast Cancer|Stage II Colorectal Cancer|Stage III Colorectal Cancer|Stage IV Colorectal Cancer|Stage II Lung Cancer|Stage III Lung Cancer|Stage IV Lung Cancer|Stage II Prostate Cancer|Stage III Prostate Cancer|Stage IV Prostate Cancer|Stage II Ovarian Cancer|Stage III Ovarian Cancer|Stage IV Ovarian Cancer|Stage II Cervical Cancer|Stage III Cervical Cancer|Stage II Bladder Cancer|Stage III Bladder Cancer|Stage IV Bladder Cancer|Stage II Kidney Cancer|Stage III Kidney Cancer|Stage IV Kidney Cancer,BEHAVIORAL: Behavioral Intervention,Barbara Ann Karmanos Cancer Institute,,ALL,"ADULT, OLDER_ADULT",NA,81,OTHER,INTERVENTIONAL,8/25/2021,8/31/2022
NCT05963412,COMPLETED,Breast Cancer,OTHER: Meaning Centered Coping Program,Dokuz Eylul University,,FEMALE,"ADULT, OLDER_ADULT",NA,44,OTHER,INTERVENTIONAL,10/30/2021,12/30/2022
NCT05978648,RECRUITING,Breast Neoplasms,DRUG: Trilaciclib|DRUG: Epirubicin|DRUG: Cyclophosphamide|DRUG: Paclitaxel|DRUG: Docetaxel|DRUG: Carboplatin|DRUG: Trastuzumab|DRUG: Pertuzumab,wang shusen,,ALL,"ADULT, OLDER_ADULT",PHASE2,116,OTHER,INTERVENTIONAL,9/20/2023,12/31/2027
NCT04841148,RECRUITING,Breast Cancer,DRUG: HCQ|DRUG: Avelumab|DRUG: Palbociclib,Abramson Cancer Center at Penn Medicine,Johns Hopkins University|Translational Breast Cancer Research Consortium|Pfizer|Breast Cancer Research Foundation,ALL,"ADULT, OLDER_ADULT",PHASE2,96,OTHER,INTERVENTIONAL,6/1/2021,2028-05
NCT05470348,RECRUITING,Breast Cancer|Solid Tumor,DRUG: BL-B01D1,"Sichuan Baili Pharmaceutical Co., Ltd.","SystImmune Inc.|Baili-Bio (Chengdu) Pharmaceutical Co., Ltd.",ALL,"ADULT, OLDER_ADULT",PHASE1,36,INDUSTRY,INTERVENTIONAL,8/11/2022,2024-08
NCT05483712,RECRUITING,Breast Cancer,DEVICE: Brass Mesh Bolus,Nova Scotia Cancer Centre,Hannah Dahn,ALL,"CHILD, ADULT, OLDER_ADULT",NA,20,OTHER,INTERVENTIONAL,1/18/2023,11/21/2023
NCT06043466,RECRUITING,Colorectal Cancer|Esophagus Cancer|Gastric Cancer|Pancreas Cancer|Non-small Cell Lung Cancer|Breast Cancer|Bile Duct Cancer,BIOLOGICAL: CEA-targeted CAR-T cells,"Chongqing Precision Biotech Co., Ltd",Zhejiang University,ALL,"ADULT, OLDER_ADULT",PHASE1,30,INDUSTRY,INTERVENTIONAL,8/11/2023,12/31/2027
NCT04929548,NOT_YET_RECRUITING,Breast Cancer,DRUG: Pyrotinib Maleate Tablets,Wuhan University,,FEMALE,"ADULT, OLDER_ADULT",PHASE4,20,OTHER,INTERVENTIONAL,1/5/2022,9/20/2027
NCT06165419,RECRUITING,Metastatic Cancer|Metastatic Lung Cancer|Metastatic Breast Cancer|Metastatic Tumor|Metastatic Tumor of Bone|Metastatic Tumor to the Spine|Spine Metastases|Metastasis,RADIATION: SBRT to the spine,Stony Brook University,The University of Texas Health Science Center at San Antonio,ALL,"ADULT, OLDER_ADULT",PHASE2,26,OTHER,INTERVENTIONAL,12/14/2023,5/31/2026
NCT04094519,COMPLETED,Prostate Cancer,DRUG: enzalutamide|DRUG: enzalutamide Placebo|DRUG: digoxin|DRUG: rosuvastatin,"Astellas Pharma Global Development, Inc.",Pfizer,MALE,"ADULT, OLDER_ADULT",PHASE1,24,INDUSTRY,INTERVENTIONAL,1/27/2020,12/27/2020
NCT04514419,UNKNOWN,Breast Cancer,DRUG: HS627|DRUG: Pertuzumab,"BioRay Pharmaceutical Co., Ltd.",,FEMALE,"ADULT, OLDER_ADULT",PHASE3,408,INDUSTRY,INTERVENTIONAL,6/30/2020,11/20/2021
NCT05743686,RECRUITING,Breast Neoplasms|Chemotherapeutic Toxicity,DEVICE: Application,Julie Lemieux,,FEMALE,"ADULT, OLDER_ADULT",NA,30,OTHER,INTERVENTIONAL,1/16/2023,12/31/2023
NCT04714619,TERMINATED,Advanced Breast Cancer,DRUG: CB-103,MedSIR,Cellestia Biotech AG,FEMALE,"ADULT, OLDER_ADULT",PHASE2,2,OTHER,INTERVENTIONAL,5/6/2021,4/26/2022
NCT06053086,NOT_YET_RECRUITING,Breast Cancer,RADIATION: Treatment ETHOS radiotherapy|RADIATION: Conventional IMRT,Institut du Cancer de Montpellier - Val d'Aurelle,,FEMALE,"ADULT, OLDER_ADULT",NA,500,OTHER,INTERVENTIONAL,2023-10,2028-10
NCT05967286,WITHDRAWN,Anatomic Stage III Breast Cancer AJCC v8|Anatomic Stage IV Breast Cancer AJCC v8|Metastatic HER2-Negative Breast Carcinoma|Unresectable HER2-Negative Breast Carcinoma,DRUG: Alpelisib|PROCEDURE: Biopsy|PROCEDURE: Biospecimen Collection|PROCEDURE: Bone Scan|PROCEDURE: Computed Tomography|PROCEDURE: Magnetic Resonance Imaging|DRUG: Olaparib|PROCEDURE: Positron Emission Tomography,National Cancer Institute (NCI),,ALL,"ADULT, OLDER_ADULT",PHASE2,0,NIH,INTERVENTIONAL,10/23/2023,4/30/2025
NCT05134519,NOT_YET_RECRUITING,Breast Cancer|HER2-positive Breast Cancer,DRUG: Recombinant humanized anti-HER2 monoclonal antibody-MMAE coupling agent (RC48-ADC),Xijing Hospital,,FEMALE,"ADULT, OLDER_ADULT",PHASE2,20,OTHER,INTERVENTIONAL,11/26/2021,9/30/2025
NCT04985266,RECRUITING,ER+ Breast Cancer|HER2-negative Breast Cancer,DRUG: Palbociclib 125Mg Tab|DRUG: Fulvestrant injection|DRUG: Tamoxifen|DRUG: Letrozole|DRUG: Exemestane|DRUG: Anastrozole,Royal Marsden NHS Foundation Trust,"Pfizer|AstraZeneca|Institute of Cancer Research, United Kingdom|UNICANCER|Gustave Roussy, Cancer Campus, Grand Paris|Invitae Corporation",ALL,"ADULT, OLDER_ADULT",PHASE2,1100,OTHER,INTERVENTIONAL,3/30/2022,9/1/2030
NCT04521686,ACTIVE_NOT_RECRUITING,Cholangiocarcinoma|Chondrosarcoma|Glioma|Any Solid Tumor,DRUG: LY3410738|DRUG: Gemcitabine|DRUG: Cisplatin|DRUG: Durvalumab,Eli Lilly and Company,"Loxo Oncology, Inc.",ALL,"ADULT, OLDER_ADULT",PHASE1,200,INDUSTRY,INTERVENTIONAL,10/16/2020,2024-05
NCT06123286,NOT_YET_RECRUITING,Breast Cancer|Aromatase Inhibitor Associated Musculoskeletal Symptoms (AIMSS)|Joint Pain,DIETARY_SUPPLEMENT: Tart Cherry|DIETARY_SUPPLEMENT: Omega 3 FA (Fish Oil),Philip Chang,The Cherry Marketing Institute,FEMALE,"ADULT, OLDER_ADULT",EARLY_PHASE1,30,OTHER,INTERVENTIONAL,2024-03,2026-01
NCT04622319,ACTIVE_NOT_RECRUITING,HER2-Positive Primary Breast Cancer|Residual Invasive Breast Cancer,DRUG: DS-8201a|DRUG: T-DM1,Daiichi Sankyo,AstraZeneca|NSABP Foundation Inc|German Breast Group|Spanish Breast Cancer Research Group (SOLTI),ALL,"ADULT, OLDER_ADULT",PHASE3,1600,INDUSTRY,INTERVENTIONAL,12/4/2020,12/31/2030
NCT05325866,RECRUITING,Solid Tumors,DRUG: Bemarituzumab,Amgen,,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,303,INDUSTRY,INTERVENTIONAL,9/23/2022,7/27/2026
NCT05900986,RECRUITING,Breast Cancer|DCIS|Invasive Duct Carcinoma of Breast,DRUG: LS301-IT 0.025 mg/kg|DRUG: LS301-IT 0.05 mg/kg|DRUG: LS301-IT 0.075 mg/kg|DRUG: LS301-IT 0.1 mg/kg,Integro Theranostics,,FEMALE,"ADULT, OLDER_ADULT",PHASE1|PHASE2,100,INDUSTRY,INTERVENTIONAL,7/14/2023,2024-06
NCT05289466,RECRUITING,IORT-Intra-Operative Radiation Therapy,RADIATION: Intraoperative Radiotherapy|PROCEDURE: Oncoplastic partial mastectomy,Saint John's Cancer Institute,,FEMALE,"ADULT, OLDER_ADULT",NA,30,OTHER,INTERVENTIONAL,12/16/2021,2026-02
NCT04906200,RECRUITING,Anatomic Stage 0 Breast Cancer AJCC v8|Anatomic Stage I Breast Cancer AJCC v8|Anatomic Stage IA Breast Cancer AJCC v8|Anatomic Stage IB Breast Cancer AJCC v8|Anatomic Stage II Breast Cancer AJCC v8|Anatomic Stage IIA Breast Cancer AJCC v8|Anatomic Stage IIB Breast Cancer AJCC v8|Anatomic Stage III Breast Cancer AJCC v8|Anatomic Stage IIIA Breast Cancer AJCC v8|Anatomic Stage IIIB Breast Cancer AJCC v8|Anatomic Stage IIIC Breast Cancer AJCC v8|Prognostic Stage 0 Breast Cancer AJCC v8|Prognostic Stage I Breast Cancer AJCC v8|Prognostic Stage IA Breast Cancer AJCC v8|Prognostic Stage IB Breast Cancer AJCC v8|Prognostic Stage II Breast Cancer AJCC v8|Prognostic Stage IIA Breast Cancer AJCC v8|Prognostic Stage IIB Breast Cancer AJCC v8|Prognostic Stage III Breast Cancer AJCC v8|Prognostic Stage IIIA Breast Cancer AJCC v8|Prognostic Stage IIIB Breast Cancer AJCC v8|Prognostic Stage IIIC Breast Cancer AJCC v8,OTHER: Best Practice|OTHER: Internet-Based Intervention|OTHER: Survey Administration,Ohio State University Comprehensive Cancer Center,National Cancer Institute (NCI),FEMALE,"CHILD, ADULT",NA,360,OTHER,INTERVENTIONAL,6/28/2021,8/31/2025
NCT04750122,RECRUITING,HER2-positive Early Breast Cancer,DRUG: neoadjuvant chemotherapy upon in vitro PTC drug sensitivity screenning,Peking University People's Hospital,,FEMALE,"ADULT, OLDER_ADULT",PHASE1|PHASE2,46,OTHER,INTERVENTIONAL,3/28/2021,12/31/2026
NCT05393947,RECRUITING,Breast Cancer,OTHER: patient education,Saglik Bilimleri Universitesi,,FEMALE,"ADULT, OLDER_ADULT",NA,52,OTHER,INTERVENTIONAL,7/1/2022,4/1/2023
NCT05523947,RECRUITING,HER2-Positive Solid Tumor,DRUG: YH32367,Yuhan Corporation,,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,110,INDUSTRY,INTERVENTIONAL,8/26/2022,10/6/2026
NCT04334785,RECRUITING,Breast Cancer,DEVICE: cryo-ablation,Fudan University,,FEMALE,"ADULT, OLDER_ADULT",NA,186,OTHER,INTERVENTIONAL,5/1/2020,5/1/2025
NCT03611985,WITHDRAWN,Breast Cancer,DRUG: Epidiferphane|DRUG: Taxane Chemotherapy,University of Florida,Prana Therapeutics,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,0,OTHER,INTERVENTIONAL,2020-03,2023-03
NCT04390685,UNKNOWN,Lymphedema,DRUG: Tacrolimus ointment,Odense University Hospital,,FEMALE,"ADULT, OLDER_ADULT",PHASE1|PHASE2,60,OTHER,INTERVENTIONAL,2/26/2020,2022-09
NCT04261387,COMPLETED,Radiation Dermatitis,DRUG: LUT014 Gel|DRUG: Placebo for LUT014 Gel,Lutris Pharma Ltd.,,FEMALE,"ADULT, OLDER_ADULT",PHASE1|PHASE2,28,INDUSTRY,INTERVENTIONAL,1/30/2021,7/15/2022
NCT04694885,RECRUITING,Breast Cancer Female|Chemotherapy Effect,BEHAVIORAL: Structured Hypnotherapy,Christian Schwegler,,FEMALE,"ADULT, OLDER_ADULT",NA,62,OTHER,INTERVENTIONAL,7/31/2021,12/30/2024
NCT05223322,RECRUITING,Breast Cancer,BEHAVIORAL: Taking Charge during Treatment (TCT) Intervention,Medical College of Wisconsin,University of Illinois at Chicago,FEMALE,"ADULT, OLDER_ADULT",NA,80,OTHER,INTERVENTIONAL,3/1/2022,7/1/2026
NCT06129747,RECRUITING,"Breast Cancer|Tumor, Breast",RADIATION: Radiation Therapy,Case Comprehensive Cancer Center,,ALL,"ADULT, OLDER_ADULT",PHASE2,55,OTHER,INTERVENTIONAL,11/30/2023,8/9/2029
NCT06016387,RECRUITING,HER2-positive Breast Cancer|LMD,DRUG: Tucatinib 150 MG|DRUG: Trastuzumab|DRUG: Capecitabine|RADIATION: Brain & Spinal Radiation,Sunnybrook Health Sciences Centre,Seagen Inc.|Biocon Biologics,ALL,"ADULT, OLDER_ADULT",PHASE2,30,OTHER,INTERVENTIONAL,11/25/2023,10/5/2028
NCT04872985,RECRUITING,Breast Cancer|Hormone-receptor Positive Breast Cancer,DRUG: Pyrotinib|DRUG: Epirubicin|DRUG: Doxorubicin Hydrochloride Liposome Injection|DRUG: Cyclophosphamide|DRUG: Docetaxel|DRUG: Nab paclitaxel|DRUG: Placebo,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,"Jiangsu HengRui Medicine Co., Ltd.",ALL,"ADULT, OLDER_ADULT",PHASE2,140,OTHER,INTERVENTIONAL,4/20/2021,12/31/2028
NCT06254066,NOT_YET_RECRUITING,Female Breast Cancer Patients|Histopathologically Confirmed Advanced HR +/HER2-invasive Breast Cancer|HRD Positive Advanced Breast Cancer,DRUG: Adebrelimab plus Fluzoparib,Zhejiang Cancer Hospital,"Jiangsu Hengrui Pharmaceutical Co., Ltd.",FEMALE,"CHILD, ADULT, OLDER_ADULT",PHASE2,40,OTHER,INTERVENTIONAL,4/16/2024,12/31/2028
NCT05896566,RECRUITING,Breast Cancer,DRUG: Giredestrant|DRUG: Triptorelin|DRUG: Anastrozole,ETOP IBCSG Partners Foundation,Hoffmann-La Roche,FEMALE,"ADULT, OLDER_ADULT",PHASE2,220,NETWORK,INTERVENTIONAL,1/23/2024,6/1/2026
NCT05710666,RECRUITING,HER2-positive Breast Cancer,DRUG: trastuzumab deruxtecan (T-DXd) (IV),Cancer Trials Ireland,,ALL,"ADULT, OLDER_ADULT",PHASE2,80,NETWORK,INTERVENTIONAL,10/26/2023,3/30/2028
NCT05402722,UNKNOWN,TNBC - Triple-Negative Breast Cancer,DRUG: Eribulin|DRUG: anti-PD-1 antibody,Beijing 302 Hospital,,FEMALE,"ADULT, OLDER_ADULT",PHASE2,30,OTHER,INTERVENTIONAL,1/1/2022,6/30/2023
NCT05775822,COMPLETED,Breast Cancer,DIAGNOSTIC_TEST: CT scan and blood sample collection,Centro Cardiologico Monzino,Istituto Europeo di Oncologia,FEMALE,ADULT,NA,92,OTHER,INTERVENTIONAL,3/24/2022,1/31/2024
NCT06090747,RECRUITING,Breast Neoplasm,BEHAVIORAL: Hybrid lifestyle educational multidisciplinary intervention.|BEHAVIORAL: Hybrid lifestyle personalized multidisciplinary intervention.,Instituto Nacional de Cancerologia de Mexico,Anahuac University|Tecnologico de Monterrey|Instituto Nacional de Rehabilitacion|Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran|Instituto de InvestigaciÃ³n Sanitaria de la FundaciÃ³n JimÃ©nez DÃ­az,FEMALE,ADULT,NA,146,OTHER,INTERVENTIONAL,3/9/2023,12/31/2028
NCT05001347,COMPLETED,Ovarian Cancer|Head and Neck Cancer|Non Small Cell Lung Cancer|Gastrointestinal Cancer|Triple Negative Breast Cancer|Ovarian Carcinoma,DRUG: TJ004309,I-Mab Biopharma US Limited,,ALL,"ADULT, OLDER_ADULT",PHASE2,25,INDUSTRY,INTERVENTIONAL,11/2/2021,2/8/2023
NCT05591547,RECRUITING,Breast Cancer,RADIATION: IMRT/VMAT-Based Accelerated Partial Breast Irradiation,Sanford Health,University of North Dakota,FEMALE,"ADULT, OLDER_ADULT",NA,91,OTHER,INTERVENTIONAL,3/1/2022,3/31/2027
NCT05853848,RECRUITING,Breast Cancer,BEHAVIORAL: Postcard|BEHAVIORAL: Letter|BEHAVIORAL: Auto-dialer|BEHAVIORAL: Live call,Geisinger Clinic,,FEMALE,"ADULT, OLDER_ADULT",NA,17650,OTHER,INTERVENTIONAL,5/10/2023,2024-06
NCT06133348,NOT_YET_RECRUITING,Breast Cancer,BEHAVIORAL: Promoting Resilience in Stress Management Intervention,University of Alabama at Birmingham,,FEMALE,"ADULT, OLDER_ADULT",NA,40,OTHER,INTERVENTIONAL,1/22/2024,2025-12
NCT05471648,COMPLETED,Breast Cancer,DRUG: 420 mg EG1206A EirGenix Pertuzumab in 14 mL Injection|DRUG: Perjeta (EU origin) 420 mg in 14 mL Injection|DRUG: Perjeta (US origin) 420 mg in 14 mL Injection,"EirGenix, Inc.",Sacura GmbH,MALE,ADULT,PHASE1,135,INDUSTRY,INTERVENTIONAL,5/16/2022,1/24/2023
NCT05166148,COMPLETED,Breast Cancer,OTHER: Session (a)|OTHER: Session (b)|OTHER: Session (c),Institut de cancÃ©rologie Strasbourg Europe,,FEMALE,"ADULT, OLDER_ADULT",NA,12,OTHER,INTERVENTIONAL,11/22/2021,4/28/2022
NCT05755048,RECRUITING,Breast Cancer,"BIOLOGICAL: Investigational drug: Recombinant Anti-HER2 Humanized Monoclonal Antibody - Monomethyl Auristatin F Conjugates for Injection (FS-1502)|BIOLOGICAL: Control drug: Trastuzumab emtansine (Kadcyla, T-DM1)",Shanghai Fosun Pharmaceutical Industrial Development Co. Ltd.,,ALL,"ADULT, OLDER_ADULT",PHASE3,314,INDUSTRY,INTERVENTIONAL,3/28/2023,1/31/2026
NCT05774951,RECRUITING,"Breast Cancer, Early Breast Cancer",DRUG: Camizestrant|DRUG: Tamoxifen|DRUG: Anastrozole|DRUG: Letrozole|DRUG: Exemestane,AstraZeneca,,ALL,"ADULT, OLDER_ADULT",PHASE3,4300,INDUSTRY,INTERVENTIONAL,3/31/2023,5/29/2036
NCT04478851,RECRUITING,Cancer|Head and Neck Cancer|Colon Cancer|Breast Cancer|Prostate Cancer|Cancer Caregivers,BEHAVIORAL: Group Exercise Classes,University of Calgary,"University of Alberta|Dalhousie University|Alberta Health services|University Health Network, Toronto|Memorial University of Newfoundland|University of British Columbia|University of Prince Edward Island",ALL,"ADULT, OLDER_ADULT",NA,1500,OTHER,INTERVENTIONAL,9/2/2020,12/31/2027
NCT06005025,RECRUITING,Breast Cancer|Nurse|Education|Counselling|Follow-up,OTHER: Reminder message,Tarsus University,Mersin University,FEMALE,"ADULT, OLDER_ADULT",NA,160,OTHER,INTERVENTIONAL,4/1/2023,3/1/2024
NCT05444725,COMPLETED,Breast Cancer Female|Mammography Screening|Decision Making|Information Seeking Behavior,OTHER: Stage of Decision Making|OTHER: Choice framing|OTHER: Opportunity Framing,University of Aarhus,,FEMALE,ADULT,NA,3000,OTHER,INTERVENTIONAL,6/22/2022,9/5/2022
NCT06011525,RECRUITING,Chemotherapy-induced Alopecia,OTHER: standard cold cap|OTHER: scalp-cooling technique,Centre Francois Baclesse,,FEMALE,"CHILD, ADULT, OLDER_ADULT",NA,196,OTHER,INTERVENTIONAL,8/3/2023,9/3/2026
NCT05086692,RECRUITING,"Advanced Solid Tumor|Unresectable Solid Tumor|Clear Cell Renal Cell Carcinoma|Triple Negative Breast Cancer|Non-Small Cell Lung Cancer Squamous|Non-Small Cell Lung Cancer Non-squamous|Colorectal Cancer (MSI-H)|Gastric Cancer|Cervical Cancer|Basal Cell Carcinoma|Bladder Cancer|Merkel Cell Carcinoma|Squamous Cell Carcinoma of Head and Neck|Cutaneous Squamous Cell Carcinoma|Pleural Mesothelioma|Esophageal Cancer|Hepatocellular Carcinoma|Endometrial Carcinoma|Solid Tumor|Solid Tumor, Adult|MSI-H Solid Malignant Tumor|Cancer With A High Tumor Mutational Burden|Epithelial Ovarian Carcinoma|Primary Peritoneal Cancer|Gastroesophageal Junction (GEJ) Cancer|Acral Melanoma|Mucosal Melanoma|Cutaneous Melanoma|DMMR Solid Malignant Tumor|Fallopian Tube Cancer",DRUG: MDNA11|DRUG: Pembrolizumab,"Medicenna Therapeutics, Inc.",Merck Sharp & Dohme LLC,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,115,INDUSTRY,INTERVENTIONAL,8/27/2021,12/30/2026
NCT05089292,COMPLETED,Screening Mammogram,BEHAVIORAL: Narrative breast health education,Icahn School of Medicine at Mount Sinai,National Cancer Institute (NCI),FEMALE,"ADULT, OLDER_ADULT",NA,99,OTHER,INTERVENTIONAL,7/1/2021,12/13/2022
NCT04294225,COMPLETED,Anatomic Stage I Breast Cancer AJCC v8|Anatomic Stage IA Breast Cancer AJCC v8|Anatomic Stage IB Breast Cancer AJCC v8|Anatomic Stage II Breast Cancer AJCC v8|Anatomic Stage IIA Breast Cancer AJCC v8|Anatomic Stage IIB Breast Cancer AJCC v8|Anatomic Stage III Breast Cancer AJCC v8|Anatomic Stage IIIA Breast Cancer AJCC v8|Anatomic Stage IIIB Breast Cancer AJCC v8|Anatomic Stage IIIC Breast Cancer AJCC v8|Early-Stage Breast Carcinoma|Invasive Breast Carcinoma|Prognostic Stage I Breast Cancer AJCC v8|Prognostic Stage IA Breast Cancer AJCC v8|Prognostic Stage IB Breast Cancer AJCC v8|Prognostic Stage II Breast Cancer AJCC v8|Prognostic Stage IIA Breast Cancer AJCC v8|Prognostic Stage IIB Breast Cancer AJCC v8|Prognostic Stage III Breast Cancer AJCC v8|Prognostic Stage IIIA Breast Cancer AJCC v8|Prognostic Stage IIIB Breast Cancer AJCC v8|Prognostic Stage IIIC Breast Cancer AJCC v8,DRUG: Anastrozole|DRUG: Letrozole,Mayo Clinic,National Cancer Institute (NCI),FEMALE,"ADULT, OLDER_ADULT",PHASE2,161,OTHER,INTERVENTIONAL,4/28/2020,12/12/2022
NCT05746325,RECRUITING,Anatomic Stage IV Breast Cancer AJCC v8|Metastatic Breast Carcinoma|Metastatic Malignant Neoplasm in the Leptomeninges,OTHER: Digital Photography|PROCEDURE: Lumbar Puncture|PROCEDURE: Magnetic Resonance Imaging|DEVICE: Medical Device Usage and Evaluation,Mayo Clinic,,ALL,"ADULT, OLDER_ADULT",NA,5,OTHER,INTERVENTIONAL,4/7/2023,3/1/2027
NCT04540692,RECRUITING,Breast Cancer,DRUG: Docetaxel or Paclitaxel|DRUG: Cyclophosphamide + Doxorrubicin,Latin American Cooperative Oncology Group,,FEMALE,"ADULT, OLDER_ADULT",PHASE3,494,OTHER,INTERVENTIONAL,1/12/2021,8/23/2029
NCT05824325,ACTIVE_NOT_RECRUITING,Breast Cancer,DRUG: SHR-A1811|DRUG: TROP2 ADC,Fudan University,,FEMALE,"ADULT, OLDER_ADULT",PHASE1|PHASE2,56,OTHER,INTERVENTIONAL,3/14/2023,10/10/2026
NCT04494425,ACTIVE_NOT_RECRUITING,Advanced or Metastatic Breast Cancer,DRUG: Trastuzumab deruxtecan|DRUG: Capecitabine|DRUG: Paclitaxel|DRUG: Nab-Paclitaxel,AstraZeneca,"Daiichi Sankyo Company, Limited 3-5-1 Nihonbashihoncho, Chuo-ku, Tokyo",ALL,"ADULT, OLDER_ADULT",PHASE3,866,INDUSTRY,INTERVENTIONAL,7/24/2020,6/19/2026
NCT05030792,COMPLETED,Breast Cancer Survivorship|Cancer-related Cognitive Impairment,OTHER: Attention-restorative therapy (ART)-based virtual reality (VR),University of Michigan Rogel Cancer Center,NRG Oncology,FEMALE,"ADULT, OLDER_ADULT",NA,30,OTHER,INTERVENTIONAL,10/26/2021,5/16/2022
NCT05721248,RECRUITING,Breast Cancer|Metastatic Breast Cancer|HER2-positive Breast Cancer,OTHER: Cessation of anti-HER2 treatment,Dana-Farber Cancer Institute,National Cancer Institute (NCI)|Gateway for Cancer Research|Susan G. Komen Breast Cancer Foundation|Translational Breast Cancer Research Consortium|Johns Hopkins University,ALL,"ADULT, OLDER_ADULT",PHASE2,82,OTHER,INTERVENTIONAL,4/19/2023,2036-02
NCT05325151,RECRUITING,Breast Carcinoma,OTHER: Educational Intervention|OTHER: Genetic Counseling|OTHER: Survey Administration,Ohio State University Comprehensive Cancer Center,National Cancer Institute (NCI),FEMALE,ADULT,NA,1000,OTHER,INTERVENTIONAL,6/13/2022,10/31/2025
NCT05113251,RECRUITING,Breast Neoplasms|Breast Cancer|HER2-positive Early Breast Cancer,DRUG: Trastuzumab Deruxtecan|DRUG: Paclitaxel|DRUG: Trastuzumab|DRUG: Pertuzumab|DRUG: Doxorubicin|DRUG: cyclophosphamide,AstraZeneca,Daiichi Sankyo,ALL,"ADULT, OLDER_ADULT",PHASE3,900,INDUSTRY,INTERVENTIONAL,10/25/2021,4/30/2027
NCT05192525,UNKNOWN,Breast Cancer|Chemotherapeutic Toxicity,DEVICE: mChemotherapy,The Hong Kong Polytechnic University,Ruijin Hospital,ALL,"ADULT, OLDER_ADULT",NA,76,OTHER,INTERVENTIONAL,6/7/2022,2/28/2023
NCT05412225,RECRUITING,Breast Cancer|Invasive Breast Cancer,DIAGNOSTIC_TEST: Pre-neoadjuvant radiotherapy (NART) biopsy|RADIATION: Neoadjuvant radiotherapy|PROCEDURE: Unilateral total mastectomy with axillary lymph node dissection,Memorial Sloan Kettering Cancer Center,,FEMALE,"ADULT, OLDER_ADULT",PHASE1,60,OTHER,INTERVENTIONAL,6/6/2022,6/6/2025
NCT06092892,NOT_YET_RECRUITING,"Breast Cancer|Axillary Nodal Disease|Female Breast Cancer|Axilla; Breast|Mastectomy; Lymphedema|Tumor, Breast",PROCEDURE: Breast Surgery (BCS or mastectomy) with TAD/SNB|RADIATION: Adjuvant Radiation Therapy,Alice Chung,,FEMALE,"ADULT, OLDER_ADULT",PHASE2,45,OTHER,INTERVENTIONAL,2/28/2024,2031-01
NCT05703555,NOT_YET_RECRUITING,Metastatic Lung Cancer|Metastatic Breast Cancer|Metastatic Gastric Cancer,DRUG: Tusamitamab ravtansine,Erasmus Medical Center,Sanofi,ALL,"ADULT, OLDER_ADULT",PHASE2,60,OTHER,INTERVENTIONAL,2023-02,2025-05
NCT05760755,ENROLLING_BY_INVITATION,Breast Cancer Female,BEHAVIORAL: Stick Together,"Rigshospitalet, Denmark","Danish Committee for Health Education|TrygFonden, Denmark|Sygekassernes Helsefond|Danish Cancer Society|University Hospital, Gentofte, Copenhagen",FEMALE,ADULT,NA,50,OTHER,INTERVENTIONAL,2/1/2023,5/31/2024
NCT04273555,RECRUITING,HER2-positive Breast Cancer,DRUG: [18F]-FDG,University of Alabama at Birmingham,,FEMALE,"ADULT, OLDER_ADULT",PHASE1|PHASE2,20,OTHER,INTERVENTIONAL,3/1/2025,6/30/2028
NCT04535492,WITHDRAWN,Colorectal Cancer|Lung Cancer|Breast Cancer,BEHAVIORAL: Decision Making Support Tool,Medical University of South Carolina,National Institute on Aging (NIA),ALL,"ADULT, OLDER_ADULT",NA,0,OTHER,INTERVENTIONAL,1/4/2022,6/30/2022
NCT05928325,RECRUITING,Anatomic Stage I Breast Cancer AJCC v8|Anatomic Stage II Breast Cancer AJCC v8|Anatomic Stage III Breast Cancer AJCC v8,OTHER: Comprehensive Geriatric Assessment|BEHAVIORAL: Health Education|OTHER: Medical Device Usage and Evaluation|OTHER: Supportive Care,M.D. Anderson Cancer Center,National Cancer Institute (NCI),ALL,OLDER_ADULT,NA,30,OTHER,INTERVENTIONAL,6/17/2021,12/31/2024
NCT04690855,TERMINATED,Breast Cancer|Triple Negative Breast Cancer,DRUG: Talazoparib|DRUG: Atezolizumab|RADIATION: Radiation,"Mylin A. Torres, MD","Genentech, Inc.|Pfizer|Emory University",ALL,"ADULT, OLDER_ADULT",PHASE2,1,OTHER,INTERVENTIONAL,10/4/2021,12/20/2022
